Ticker,Date,Revenue,NetIncome,EBITDA,TotalDebt,TotalAssets,TotalEquity,SharesOutstanding,EPS,BookValuePerShare
PFE,2025-03-31,13715000000.0,2967000000.0,5057000000.0,61291000000.0,208028000000.0,90338000000.0,5671450112,0.5231466276538764,15.928554111559114
PFE,2025-06-30,14653000000.0,2910000000.0,5323000000.0,60926000000.0,206095000000.0,88695000000.0,5697120256,0.510784373374477,15.568391751357126
PG,2023-12-31,,,,,,,2356890112,,
PG,2024-03-31,,,,,,,2353019904,,
PG,2024-06-30,20532000000.0,3137000000.0,4851000000.0,33369000000.0,122370000000.0,50286000000.0,2360140032,1.329158421732156,21.306362892962447
PG,2024-09-30,21737000000.0,3959000000.0,6106000000.0,36153000000.0,126482000000.0,51840000000.0,2354459904,1.681489667024714,22.0177884159033
PG,2024-12-31,21882000000.0,4630000000.0,6791000000.0,34687000000.0,122639000000.0,51168000000.0,2355040000,1.9659963312725048,21.72701949860724
PG,2025-03-31,19776000000.0,3769000000.0,5568000000.0,34141000000.0,122984000000.0,52272000000.0,2344849920,1.6073523375005596,22.292258261031904
PG,2025-06-30,20889000000.0,3615000000.0,5456000000.0,35463000000.0,125231000000.0,52012000000.0,2349570048,1.5385793682027735,22.13681607163559
PLTR,2023-12-31,,,,,,,2175990016,,
PLTR,2024-03-31,,,,,,,2212730112,,
PLTR,2024-06-30,678134000.0,134126000.0,113395000.0,258459000.0,5191880000.0,4050524000.0,2130339968,0.0629599040597824,1.9013509866233709
PLTR,2024-09-30,725516000.0,143525000.0,121227000.0,254915000.0,5768097000.0,4498143000.0,2239450112,0.0640893937448873,2.0085926343689855
PLTR,2024-12-31,827519000.0,79009000.0,18049000.0,239219000.0,6340884000.0,5003275000.0,2278020096,0.0346831883260085,2.1963261029985226
PLTR,2025-03-31,883855000.0,214031000.0,182670000.0,244596000.0,6736917000.0,5424155000.0,2345359872,0.0912572106972588,2.312717576844429
PLTR,2025-06-30,1003697000.0,326727000.0,275847000.0,237812000.0,7365688000.0,5928901000.0,2603770112,0.1254822760635482,2.277044725521452
PM,2023-12-31,,,,,,,1552409984,,
PM,2024-03-31,,,,,,,1552460032,,
PM,2024-06-30,9468000000.0,2406000000.0,3875000000.0,49139000000.0,65782000000.0,-9744000000.0,1554560000,1.5477048167970358,-6.268011527377522
PM,2024-09-30,9911000000.0,3082000000.0,4137000000.0,49222000000.0,66892000000.0,-9694000000.0,1557769984,1.9784692423499668,-6.222998324250675
PM,2024-12-31,9706000000.0,-579000000.0,4340000000.0,45695000000.0,61784000000.0,-11750000000.0,1554829952,-0.3723879896031228,-7.557096507489971
PM,2025-03-31,9301000000.0,2690000000.0,4012000000.0,49579000000.0,65079000000.0,-10901000000.0,1556489984,1.7282475490699978,-7.003578636584403
PM,2025-06-30,10140000000.0,3039000000.0,4191000000.0,51462000000.0,68506000000.0,-11966000000.0,1556519936,1.9524324293652993,-7.687662536948065
PYPL,2023-12-31,,,,,,,1078140032,,
PYPL,2024-06-30,7885000000.0,1128000000.0,1755000000.0,9727000000.0,84016000000.0,20622000000.0,1046049984,1.0783423519463482,19.714163104465953
PYPL,2024-09-30,7847000000.0,1010000000.0,1672000000.0,9976000000.0,83511000000.0,20174000000.0,1022329984,0.98793933055572,19.73335450953574
PYPL,2024-12-31,8366000000.0,1121000000.0,1756000000.0,9879000000.0,81611000000.0,20417000000.0,1002540032,1.1181598382297817,20.365271558552585
PYPL,2025-03-31,7791000000.0,1287000000.0,1951000000.0,11417000000.0,81274000000.0,20254000000.0,1005190016,1.2803549373892706,20.149424166186705
PYPL,2025-06-30,8288000000.0,1261000000.0,1882000000.0,11296000000.0,79777000000.0,20201000000.0,972532992,1.296614110136019,20.771531830973608
QCOM,2023-12-31,,,,,,,1112999936,,
QCOM,2024-03-31,,,,,,,1116000000,,
QCOM,2024-06-30,9393000000.0,2129000000.0,2866000000.0,14554000000.0,52741000000.0,24670000000.0,1116000000,1.907706093189964,22.10573476702509
QCOM,2024-09-30,10244000000.0,2920000000.0,3215000000.0,14634000000.0,55154000000.0,26274000000.0,1114520064,2.619961806268568,23.574272773253547
QCOM,2024-12-31,11669000000.0,3180000000.0,4234000000.0,14577000000.0,55575000000.0,26880000000.0,1120109952,2.8390070049123177,23.997644116994685
QCOM,2025-03-31,10979000000.0,2812000000.0,3665000000.0,14623000000.0,55372000000.0,27728000000.0,1106000000,2.54249547920434,25.070524412296564
QCOM,2025-06-30,10365000000.0,2666000000.0,3518000000.0,14788000000.0,54862000000.0,27209000000.0,1098000000,2.4280510018214936,24.780510018214937
RTX,2023-12-31,,,,,,,1437900032,,
RTX,2024-03-31,,,,,,,1329639936,,
RTX,2024-06-30,19721000000.0,111000000.0,1988000000.0,43566000000.0,161169000000.0,58985000000.0,1337959936,0.0829621254070196,44.08577447867617
RTX,2024-09-30,20089000000.0,1472000000.0,3548000000.0,43748000000.0,164822000000.0,61114000000.0,1337779968,1.1003304244424148,45.68314779848759
RTX,2024-12-31,21623000000.0,1482000000.0,3662000000.0,42893000000.0,162861000000.0,60156000000.0,1331020032,1.1134317774114462,45.19541295679012
RTX,2025-03-31,20306000000.0,1535000000.0,3512000000.0,42946000000.0,164864000000.0,61516000000.0,1335090048,1.149735182506581,46.07629282545592
RTX,2025-06-30,21581000000.0,1657000000.0,3596000000.0,43595000000.0,167139000000.0,62398000000.0,1335949952,1.2403159246492492,46.70683950890999
SBUX,2023-12-31,,,,,,,1136700032,,
SBUX,2024-03-31,,,,,,,1132220032,,
SBUX,2024-06-30,9113900000.0,1054800000.0,1953000000.0,25291800000.0,30111800000.0,-7945400000.0,1132700032,0.931226247197634,-7.014566765722489
SBUX,2024-09-30,9073900000.0,909200000.0,1735100000.0,25803100000.0,31339300000.0,-7448900000.0,1133200000,0.8023296858453935,-6.57333215672432
SBUX,2024-12-31,9397800000.0,780800000.0,1581700000.0,25871500000.0,31893100000.0,-7471700000.0,1145440000,0.681659449643805,-6.522995530101969
SBUX,2025-03-31,8761600000.0,384200000.0,1064700000.0,26009500000.0,31633100000.0,-7622500000.0,1135929984,0.3382250714494741,-6.7103607681510065
SBUX,2025-06-30,9456000000.0,558300000.0,1409200000.0,27886100000.0,33649200000.0,-7686000000.0,1142349952,0.4887293941953087,-6.7282359372830784
SCHW,2023-12-31,,,,,,,1822579968,,
SCHW,2024-03-31,,,,,,,1824370048,,
SCHW,2024-06-30,4690000000.0,1332000000.0,,56845000000.0,449675000000.0,43953000000.0,1828169984,0.728597456285553,24.042075072161342
SCHW,2024-09-30,4847000000.0,1408000000.0,,55635000000.0,466055000000.0,47215000000.0,1812870016,0.7766690317415454,26.044338305168377
SCHW,2024-12-31,5329000000.0,1840000000.0,,45134000000.0,479843000000.0,48375000000.0,1830560000,1.0051568918800804,26.426339480814615
SCHW,2025-03-31,5599000000.0,1909000000.0,,39880000000.0,462903000000.0,49511000000.0,1813570048,1.0526199426954803,27.300296481296986
SCHW,2025-06-30,5851000000.0,2126000000.0,,37671000000.0,458936000000.0,49451000000.0,1816969984,1.1700798685290774,27.21618983002418
SO,2023-12-31,,,,,,,1090620032,,
SO,2024-03-31,,,,,,,1091020032,,
SO,2024-06-30,6463000000.0,1203000000.0,3483000000.0,65519000000.0,141937000000.0,32449000000.0,1095810048,1.0978180043116377,29.611883974986146
SO,2024-09-30,7274000000.0,1535000000.0,3948000000.0,65082000000.0,143956000000.0,33298000000.0,1094569984,1.402377209715263,30.42107904175819
SO,2024-12-31,6341000000.0,534000000.0,2588000000.0,66277000000.0,145180000000.0,33208000000.0,1095680000,0.4873685747663551,30.308119158878505
SO,2025-03-31,7775000000.0,1334000000.0,3675000000.0,70120000000.0,148109000000.0,33839000000.0,1096800000,1.2162654996353026,30.852479941648433
SO,2025-06-30,6973000000.0,880000000.0,3465000000.0,70824000000.0,148853000000.0,34014000000.0,1100189952,0.7998618769425009,30.916479411729803
SPG,2023-12-31,,,,,,,375180000,,
SPG,2024-03-31,,,,,,,374617984,,
SPG,2024-06-30,1458266000.0,494299000.0,1128329000.0,25811711000.0,33376971000.0,2944586000.0,369233984,1.3387148025897857,7.974850982297448
SPG,2024-09-30,1480710000.0,475995000.0,1117605000.0,25939649000.0,33275918000.0,2713136000.0,374887008,1.2697025766227674,7.237209991550308
SPG,2024-12-31,1582232000.0,668065000.0,1327865000.0,24784778000.0,32405691000.0,2941925000.0,375472992,1.7792624615727357,7.835250637681019
SPG,2025-03-31,1473012000.0,414533000.0,1052865000.0,25271374000.0,32501143000.0,2605575000.0,377038016,1.0994461630097268,6.910642665804819
SPG,2025-06-30,1498459000.0,556967000.0,1279150000.0,25917315000.0,33295602000.0,2451508000.0,377139008,1.4768215119237944,6.500276948281097
T,2023-12-31,,,,,,,7150020096,,
T,2024-03-31,,,,,,,7152790016,,
T,2024-06-30,29797000000.0,3597000000.0,11862000000.0,147778000000.0,398026000000.0,105310000000.0,7173989888,0.501394629230902,14.679418516626711
T,2024-09-30,30213000000.0,-174000000.0,8192000000.0,146343000000.0,393719000000.0,102351000000.0,7170240000,-0.0242669701432588,14.274417592716562
T,2024-12-31,32298000000.0,4080000000.0,12343000000.0,140923000000.0,394795000000.0,104372000000.0,7175289856,0.5686181439190628,14.546032577725596
T,2025-03-31,30626000000.0,4351000000.0,12839000000.0,143594000000.0,397467000000.0,103744000000.0,7178180096,0.6061424959823131,14.452688371222498
T,2025-06-30,30847000000.0,4500000000.0,13004000000.0,150073000000.0,405491000000.0,105272000000.0,7278879744,0.6182270017181369,14.462665094415936
TGT,2024-01-31,,,,,,,461662016,,
TGT,2024-04-30,24531000000.0,942000000.0,2043000000.0,19493000000.0,55117000000.0,13840000000.0,461689984,2.040330162328148,29.97682531488489
TGT,2024-07-31,25452000000.0,1192000000.0,2398000000.0,18738000000.0,55995000000.0,14429000000.0,462636992,2.576534130673234,31.188599808292025
TGT,2024-10-31,25668000000.0,854000000.0,1950000000.0,19399000000.0,58531000000.0,14489000000.0,460675008,1.8538014547557136,31.451673627582593
TGT,2025-01-31,30915000000.0,1103000000.0,2262000000.0,19875000000.0,57769000000.0,14666000000.0,458212000,2.4071827014569673,32.00701858528367
TGT,2025-04-30,23846000000.0,1036000000.0,2285000000.0,19037000000.0,56185000000.0,14947000000.0,455576000,2.274044286792983,32.80901540028447
TMO,2023-12-31,,,,,,,386372000,,
TMO,2024-03-31,,,,,,,381312000,,
TMO,2024-06-30,10541000000.0,1548000000.0,2910000000.0,35405000000.0,98496000000.0,47432000000.0,381716000,4.055371008812835,124.2599209883788
TMO,2024-09-30,10598000000.0,1630000000.0,2837000000.0,35313000000.0,100364000000.0,48992000000.0,385048000,4.23323845338763,127.23608485175876
TMO,2024-12-31,11395000000.0,1830000000.0,3000000000.0,31275000000.0,97321000000.0,49585000000.0,382500000,4.784313725490196,129.63398692810458
TMO,2025-03-31,10364000000.0,1507000000.0,2628000000.0,34189000000.0,99041000000.0,49390000000.0,377260992,3.9945820849667912,130.91732526642988
TMO,2025-06-30,10854000000.0,1617000000.0,2799000000.0,35229000000.0,101230000000.0,50511000000.0,381044000,4.24360441313864,132.5594944415868
TMUS,2023-12-31,,,,,,,1156480000,,
TMUS,2024-03-31,,,,,,,1186870016,,
TMUS,2024-06-30,19772000000.0,2925000000.0,7870000000.0,114150000000.0,208557000000.0,62636000000.0,1175120000,2.4891074954047245,53.30179045544285
TMUS,2024-09-30,20162000000.0,3059000000.0,7954000000.0,116151000000.0,210742000000.0,64250000000.0,1166780032,2.6217452442655445,55.06607778491705
TMUS,2024-12-31,21872000000.0,2981000000.0,7829000000.0,114404000000.0,208035000000.0,61741000000.0,1160489984,2.568742549354049,53.20252725248855
TMUS,2025-03-31,20886000000.0,2953000000.0,7952000000.0,120910000000.0,214633000000.0,61105000000.0,1141740032,2.5864031366467843,53.51918850822952
TMUS,2025-06-30,21132000000.0,3222000000.0,8348000000.0,117860000000.0,212643000000.0,61107000000.0,1135449984,2.8376415037229856,53.81742997144646
TSLA,2023-12-31,,,,,,,3178919936,,
TSLA,2024-03-31,,,,,,,3184790016,,
TSLA,2024-06-30,25500000000.0,1400000000.0,3151000000.0,12515000000.0,112832000000.0,66468000000.0,3189199872,0.4389815803930899,20.84159120397707
TSLA,2024-09-30,25182000000.0,2167000000.0,4224000000.0,12783000000.0,119852000000.0,69931000000.0,3194639872,0.6783237193628816,21.890104300307183
TSLA,2024-12-31,25707000000.0,2356000000.0,4358000000.0,13623000000.0,122070000000.0,72913000000.0,3210060032,0.7339426604218722,22.71390543265703
TSLA,2025-03-31,19335000000.0,409000000.0,2127000000.0,13128000000.0,125111000000.0,74653000000.0,3216519936,0.1271560593865381,23.209245235655832
TSLA,2025-06-30,22496000000.0,1172000000.0,3068000000.0,13134000000.0,128567000000.0,77314000000.0,3220960000,0.3638666732899508,24.003402712234863
TXN,2023-12-31,,,,,,,908204032,,
TXN,2024-03-31,,,,,,,910056000,,
TXN,2024-06-30,3822000000.0,1127000000.0,1759000000.0,13891000000.0,35048000000.0,17214000000.0,910481984,1.2378059311495393,18.906469652891012
TXN,2024-09-30,4151000000.0,1362000000.0,2087000000.0,14574000000.0,35321000000.0,17268000000.0,913657024,1.490712558676723,18.89987111837713
TXN,2024-12-31,4007000000.0,1205000000.0,1924000000.0,13596000000.0,35509000000.0,16903000000.0,912217024,1.3209575882679427,18.529581837753557
TXN,2025-03-31,4069000000.0,1179000000.0,1848000000.0,12848000000.0,33757000000.0,16406000000.0,909918016,1.295721130111133,18.03019581052014
TXN,2025-06-30,4448000000.0,1295000000.0,2092000000.0,14043000000.0,34933000000.0,16403000000.0,908472000,1.425470460289365,18.055592247201893
UNH,2023-12-31,,,,,,,924924992,,
UNH,2024-03-31,,,,,,,921934016,,
UNH,2024-06-30,98855000000.0,4216000000.0,7670000000.0,75098000000.0,286056000000.0,89359000000.0,920385024,4.5806916562779705,97.08871577640969
UNH,2024-09-30,100820000000.0,6055000000.0,9729000000.0,78010000000.0,299309000000.0,94535000000.0,923417984,6.557160576157893,102.37509084510096
UNH,2024-12-31,100807000000.0,5543000000.0,8835000000.0,76904000000.0,298278000000.0,92658000000.0,920284032,6.023140473222945,100.68413313510584
UNH,2025-03-31,109575000000.0,6292000000.0,10165000000.0,81271000000.0,309790000000.0,95038000000.0,914712000,6.878667821128399,103.8993694190084
UNH,2025-06-30,111616000000.0,3406000000.0,6193000000.0,79193000000.0,308573000000.0,94724000000.0,907139968,3.7546576274324184,104.42049004724264
UNP,2023-12-31,,,,,,,609598016,,
UNP,2024-03-31,,,,,,,610096000,,
UNP,2024-06-30,6007000000.0,1673000000.0,3099000000.0,33197000000.0,67817000000.0,16489000000.0,610121984,2.7420746078213765,27.02574310123531
UNP,2024-09-30,6091000000.0,1671000000.0,3105000000.0,32696000000.0,67570000000.0,16584000000.0,609198016,2.7429504957547333,27.22267565625165
UNP,2024-12-31,6121000000.0,1762000000.0,3199000000.0,32463000000.0,67715000000.0,16890000000.0,606257024,2.906358079572535,27.859471035176
UNP,2025-03-31,6027000000.0,1626000000.0,3059000000.0,33904000000.0,68492000000.0,16039000000.0,599318016,2.7130837995699433,26.762085523556163
UNP,2025-06-30,6154000000.0,1876000000.0,3261000000.0,33956000000.0,68576000000.0,16258000000.0,597475968,3.1398752426474164,27.211136297953995
UPS,2023-12-31,,,,,,,851491968,,
UPS,2024-03-31,,,,,,,853137024,,
UPS,2024-06-30,21818000000.0,1409000000.0,2968000000.0,26449000000.0,69418000000.0,17030000000.0,855558976,1.6468765327990669,19.90511522609518
UPS,2024-09-30,22245000000.0,1539000000.0,3045000000.0,26242000000.0,68263000000.0,16857000000.0,856577984,1.796684048325949,19.67946913751171
UPS,2024-12-31,25301000000.0,1721000000.0,3275000000.0,25652000000.0,70070000000.0,16718000000.0,853369984,2.016710257294449,19.590564835240325
UPS,2025-03-31,21546000000.0,1187000000.0,2657000000.0,25594000000.0,68466000000.0,15660000000.0,839438976,1.414039654980233,18.65531676241824
UPS,2025-06-30,21221000000.0,1283000000.0,2836000000.0,28909000000.0,70923000000.0,15750000000.0,841944000,1.5238543181019166,18.70670733445455
USB,2023-12-31,,,,,,,1557010048,,
USB,2024-03-31,,,,,,,1558310016,,
USB,2024-06-30,6838000000.0,1603000000.0,,69277000000.0,680058000000.0,56420000000.0,1560460032,1.0272611711467403,36.15600453905121
USB,2024-09-30,6833000000.0,1714000000.0,,78547000000.0,686469000000.0,58859000000.0,1560509952,1.098358903641263,37.71779854692013
USB,2024-12-31,6979000000.0,1663000000.0,,65626000000.0,678318000000.0,58578000000.0,1560029952,1.0660051737263054,37.54927905384216
USB,2025-03-31,6928000000.0,1709000000.0,,77017000000.0,676489000000.0,60096000000.0,1558009984,1.0969120978367235,38.57228170368387
USB,2025-06-30,6975000000.0,1815000000.0,,79052000000.0,686370000000.0,61438000000.0,1558029952,1.164932675183898,39.43313151402111
V,2023-12-31,,,,,,,2055190016,,
V,2024-03-31,,,,,,,2054070016,,
V,2024-06-30,8900000000.0,4872000000.0,6449000000.0,20602000000.0,91040000000.0,39729000000.0,2099900032,2.3201104460957502,18.919472067516026
V,2024-09-30,9617000000.0,5318000000.0,6822000000.0,20836000000.0,94511000000.0,39137000000.0,1947440000,2.7307644908187156,20.096639691081624
V,2024-12-31,9510000000.0,5119000000.0,6664000000.0,20609000000.0,91888000000.0,38296000000.0,1930620032,2.65147979154502,19.836114494434085
V,2025-03-31,9594000000.0,4577000000.0,5901000000.0,20762000000.0,92853000000.0,38030000000.0,1897689984,2.4118797267151515,20.040154251032817
V,2025-06-30,10172000000.0,5272000000.0,6689000000.0,25138000000.0,100024000000.0,38664000000.0,1953500032,2.6987457965908033,19.792167579549854
VZ,2023-12-31,,,,,,,4204100096,,
VZ,2024-06-30,32796000000.0,4593000000.0,12215000000.0,172980000000.0,379146000000.0,96172000000.0,4209250048,1.0911682479358376,22.84777547147515
VZ,2024-09-30,33330000000.0,3306000000.0,10432000000.0,174200000000.0,381164000000.0,96326000000.0,4209520128,0.7853626778049699,22.882893315862535
VZ,2024-12-31,35681000000.0,5005000000.0,12718000000.0,168357000000.0,384711000000.0,99237000000.0,4209629952,1.1889406092861248,23.573806042702728
VZ,2025-03-31,33485000000.0,4879000000.0,12682000000.0,167714000000.0,380364000000.0,100722000000.0,4209700096,1.1589899253478793,23.92616996533902
VZ,2025-06-30,34504000000.0,5003000000.0,12883000000.0,169891000000.0,383285000000.0,103063000000.0,4216250112,1.1865994348297333,24.44423297058901
WFC,2023-12-31,,,,,,,3631640064,,
WFC,2024-03-31,,,,,,,3540400128,,
WFC,2024-06-30,20689000000.0,4910000000.0,,192137000000.0,1940073000000.0,176430000000.0,3486320128,1.4083617739420629,50.60636818260655
WFC,2024-09-30,20366000000.0,5114000000.0,,196365000000.0,1922125000000.0,183265000000.0,3403770112,1.5024516438318147,53.841767795627206
WFC,2024-12-31,20378000000.0,5079000000.0,,186649000000.0,1929845000000.0,179120000000.0,3329489920,1.5254588907120044,53.79803042022725
WFC,2025-03-31,20149000000.0,4894000000.0,,188611000000.0,1950311000000.0,181090000000.0,3318919936,1.4745760953481464,54.56293116195256
WFC,2025-06-30,20569000000.0,5494000000.0,,210221000000.0,1981269000000.0,181111000000.0,3254180096,1.6882900878021965,55.65487915761624
WMT,2024-01-31,,,,,,,2692229888,,
WMT,2024-04-30,161508000000.0,5104000000.0,10877000000.0,64463000000.0,254054000000.0,81293000000.0,8059789824,0.6332671336914505,10.086243162064868
WMT,2024-07-31,169335000000.0,4501000000.0,10103000000.0,61305000000.0,254440000000.0,84423000000.0,8043539968,0.5595794908593161,10.495751912200854
WMT,2024-10-31,169588000000.0,4577000000.0,9976000000.0,61749000000.0,263399000000.0,88108000000.0,8038249984,0.5694025452194745,10.96109229936584
WMT,2025-01-31,180554000000.0,5254000000.0,11054000000.0,60114000000.0,260823000000.0,91013000000.0,8033390080,0.6540202763314588,11.329339057814058
WMT,2025-04-30,165609000000.0,4487000000.0,10000000000.0,67205000000.0,262372000000.0,83793000000.0,8000889856,0.5608126196906865,10.472960071705304
XOM,2023-12-31,,,,,,,3996770048,,
XOM,2024-03-31,,,,,,,3967840000,,
XOM,2024-06-30,89986000000.0,9240000000.0,19723000000.0,43186000000.0,460707000000.0,268405000000.0,4485929984,2.0597735660066867,59.83263246580355
XOM,2024-09-30,87792000000.0,8610000000.0,19491000000.0,42550000000.0,461916000000.0,268592000000.0,4442829824,1.9379540385474825,60.4551627318868
XOM,2024-12-31,81058000000.0,7610000000.0,16695000000.0,41710000000.0,453475000000.0,263705000000.0,4395089920,1.731477657685784,59.99991008147565
XOM,2025-03-31,81058000000.0,7713000000.0,17507000000.0,37551000000.0,451908000000.0,262720000000.0,4339140096,1.777541132426253,60.54655857785883
XOM,2025-06-30,79477000000.0,7082000000.0,16951000000.0,38989000000.0,447597000000.0,262593000000.0,4309640192,1.6432926380133406,60.93153681076492
